Customer Id,degree_centrality,betweenness_centrality,closeness_centrality,community_id,is_fraud
40,0.0004814868313351,2.917818532712873e-06,0.2968558448793145,8,0
41,0.0003370407819346,4.1229154588715e-07,0.2954645910189697,8,0
42,0.0005296355144686,1.8269492288949823e-06,0.2979496744903725,5,0
43,0.000288892098801,3.242130019708045e-07,0.2951129590874175,23,0
44,0.0003851894650681,7.082372979869673e-07,0.2973542038802311,1,0
45,0.0003851894650681,5.936423980823343e-07,0.2969980626267814,8,0
46,0.0005296355144686,1.0904815122981457e-06,0.2977588645803563,23,0
47,0.0001444460494005,6.965884077736465e-08,0.285969380820928,5,0
48,0.0003370407819346,4.761892180298178e-07,0.2970929501867261,3,0
49,0.0002407434156675,1.9617029889037497e-07,0.2928591241900489,23,1
50,0.0003851894650681,5.300263250426897e-07,0.2965954657792689,5,0
51,0.0004814868313351,9.372572262524352e-07,0.2977350305241183,26,0
52,0.000288892098801,9.931507420394168e-07,0.2937147612395618,7,0
53,0.0003370407819346,4.649471011679822e-07,0.2967847870691623,1,0
54,0.0003851894650681,9.398773289648018e-07,0.2973304345593773,1,1
55,0.0005296355144686,5.083746216230517e-06,0.2970217788339703,9,0
56,0.0003851894650681,6.005752291931059e-07,0.2974493191793531,7,0
57,0.0003370407819346,4.833173094961294e-07,0.2971878983970766,1,0
58,0.0004333381482016,8.112528228042824e-07,0.2977112002831608,5,1
59,0.0003370407819346,7.574920972960598e-07,0.2960760754865725,23,0
60,0.0002407434156675,1.9530145383719785e-07,0.2918251793768877,26,0
61,0.0003370407819346,9.676082656842047e-07,0.2935756697977751,1,0
62,0.0003851894650681,5.941999799019485e-07,0.2973066690382712,7,0
63,0.0003851894650681,2.8346539342020564e-06,0.2970454988290856,1,0
64,0.000288892098801,8.91464452125192e-07,0.2930667929670509,23,1
65,0.0004814868313351,1.4192625745844458e-06,0.2979258098788795,7,0
66,0.0003370407819346,5.038807029541812e-07,0.2973066690382712,1,0
67,0.0002407434156675,3.603356585405251e-07,0.2917107471051534,9,0
68,0.0003851894650681,1.3933934810764526e-06,0.2966427734538489,23,1
69,0.000288892098801,3.199687213288821e-07,0.2955115385983801,1,0
70,0.0003851894650681,6.006953682667591e-07,0.2974493191793531,26,0
71,0.0004814868313351,8.369541231646232e-07,0.2977112002831608,3,0
72,0.0004814868313351,2.022418194943872e-06,0.2969980626267814,9,0
73,0.0003370407819346,4.649471011679822e-07,0.2967847870691623,26,0
74,0.0004333381482016,1.8098272340302e-06,0.2977112002831608,3,0
75,0.000288892098801,3.247040401049695e-07,0.2957465004641656,8,0
76,0.0004333381482016,7.840198266224691e-07,0.2979019490900056,3,0
77,0.0004333381482016,7.274739899245663e-07,0.2973542038802311,23,0
78,9.62973662670326e-05,2.7886443172509153e-08,0.2812342156614101,7,0
79,0.0005296355144686,1.866417025300071e-06,0.2970929501867261,3,0
80,0.0003851894650681,8.127266081222434e-07,0.2964772625807278,7,0
81,9.62973662670326e-05,1.399004625199598e-08,0.2326788274951714,5,0
82,0.0003851894650681,5.538834886347239e-07,0.2965954657792689,26,0
83,0.0005777841976021,1.6099104431798324e-06,0.2976635512434227,23,1
84,0.0004333381482016,7.337093974684143e-07,0.2976873738565674,5,0
85,0.0003370407819346,9.391231418187494e-07,0.2965954657792689,23,0
86,0.000288892098801,3.044501718075594e-07,0.294388898799985,23,0
87,0.0004333381482016,7.457610655180659e-07,0.2973304345593773,9,0
88,0.0004333381482016,7.59708868775047e-07,0.297401753924827,7,0
89,0.0002407434156675,2.173806637385371e-07,0.2941793527631929,11,1
90,0.0004333381482016,9.227626519788492e-07,0.2959111962082586,3,0
91,0.0004814868313351,9.057100699303752e-07,0.2979258098788795,3,0
92,0.0004333381482016,9.87957454167751e-07,0.2966664329508542,7,0
93,0.000288892098801,3.178977063658304e-07,0.2955115385983801,7,0
94,0.0003851894650681,1.0071279657307724e-06,0.2969269367237017,11,1
95,0.0005296355144686,2.219918501331304e-06,0.2977350305241183,23,0
96,0.000288892098801,3.082965675751603e-07,0.295089546714622,9,0
97,0.0003851894650681,5.817323112123665e-07,0.2969506415725539,9,0
98,0.0003370407819346,4.2917600479287604e-07,0.2963827678356821,1,1
99,0.0004333381482016,8.855522668975635e-07,0.2974255346503927,1,1
100,0.0004814868313351,1.2421191759875525e-06,0.2977350305241183,1,0
101,0.0002407434156675,2.336698227991816e-07,0.2947855235645752,8,0
102,0.0003851894650681,5.798214756771173e-07,0.2966900962222071,5,0
103,0.0003851894650681,6.09129593158298e-07,0.2973066690382712,8,0
104,4.81486831335163e-05,0.0,0.2185174325189643,9,0
105,0.000192594732534,1.287689619116636e-07,0.2894858538670566,11,0
106,0.000288892098801,6.555663988658836e-07,0.2951363751755781,23,0
107,0.000288892098801,3.291790010904321e-07,0.2958170619005734,26,0
108,0.0003851894650681,6.304851035244962e-07,0.2975682989070248,11,0
109,0.0003851894650681,5.872613093229673e-07,0.2971404167069668,3,1
110,0.0004814868313351,9.374725684888714e-07,0.2979258098788795,9,0
111,0.0003370407819346,4.369156259373546e-07,0.296311936297125,11,0
112,0.0004333381482016,1.0646253914500303e-06,0.2960525100555405,9,0
113,0.0003370407819346,8.302389517848818e-07,0.294249168288728,1,0
114,0.0004333381482016,6.730300560253438e-07,0.2969743502066116,7,0
115,0.000192594732534,1.4274548101341086e-07,0.2914136427716868,9,0
116,9.62973662670326e-05,1.885586845605788e-08,0.243318096182234,3,0
117,0.000192594732534,1.1235047877803989e-07,0.2862775137641661,1,0
118,0.000288892098801,3.080024501445977e-07,0.2951129590874175,26,0
119,0.0003851894650681,6.303590065037915e-07,0.2975682989070248,3,0
120,0.000288892098801,3.394906906836387e-07,0.2959111962082586,26,0
121,0.0002407434156675,1.783997647070156e-07,0.2900049693074856,23,0
122,0.0003851894650681,5.923285957265647e-07,0.2965718175998892,9,1
123,0.0005296355144686,5.123409327004414e-06,0.2979735429254034,7,0
124,0.0003851894650681,9.335513214822312e-07,0.2969506415725539,7,1
125,0.0004814868313351,1.356335525883492e-06,0.2967611086913843,11,1
126,0.0003370407819346,4.501214717867244e-07,0.296548173191247,3,0
127,0.0002407434156675,2.2881107328849174e-07,0.2948322555752862,7,0
128,9.62973662670326e-05,2.1339037225255467e-08,0.2684859056112177,23,0
129,0.0003851894650681,8.501005826759289e-07,0.2964536332460198,5,0
130,0.0001444460494005,7.35278319499944e-08,0.2886770458935049,1,0
131,0.0003851894650681,6.970930516657574e-07,0.2949959343594108,5,0
132,0.0002407434156675,2.1476452866617282e-07,0.2944821262241953,1,0
133,0.0003370407819346,7.748567921396382e-07,0.2960525100555405,26,0
134,0.0003851894650681,5.405729270049014e-07,0.2965718175998892,5,0
135,4.81486831335163e-05,0.0,0.2185174325189643,9,0
136,0.0003370407819346,5.09614198848441e-07,0.2957935376809392,23,0
137,0.0003370407819346,4.760939801862119e-07,0.2970929501867261,7,0
138,0.0003370407819346,4.466496451490439e-07,0.2965718175998892,23,0
139,0.0004814868313351,9.09964605453268e-07,0.2979258098788795,7,0
140,0.0003370407819346,4.6079991519095866e-07,0.2967611086913843,7,0
141,0.0004814868313351,1.51899156550202e-06,0.2977350305241183,8,0
142,0.0004814868313351,8.801179818150844e-07,0.2977112002831608,8,0
143,0.0001444460494005,1.3556090542255245e-07,0.2670019191973161,23,0
144,0.000192594732534,1.5148062944461618e-07,0.2917107471051534,23,0
145,0.0003851894650681,5.975431070736055e-07,0.2959818362646463,26,0
146,0.0003370407819346,2.482565255071688e-06,0.2955115385983801,7,0
147,4.81486831335163e-05,0.0,0.2372801566941701,26,0
148,0.000288892098801,3.162618886923896e-07,0.2951597949799882,23,0
149,0.0003851894650681,6.198702463265934e-07,0.2976635512434227,8,0
150,0.0003851894650681,1.5368828683612754e-06,0.2972116449331051,3,0
151,0.0003370407819346,4.594224853978356e-07,0.2959582858320982,8,0
152,0.0002407434156675,2.425621529419981e-07,0.2955585010995479,26,0
153,0.0002407434156675,2.039127395267723e-07,0.2923986900666465,23,0
154,0.0004814868313351,8.902008150887804e-07,0.2977112002831608,1,0
155,0.0003851894650681,6.006953682667591e-07,0.2974493191793531,3,0
156,0.0002407434156675,2.191008117239253e-07,0.2937379559612896,7,0
157,0.0003851894650681,9.473808790378178e-07,0.2960996446694643,9,0
158,0.0001444460494005,6.83917794849912e-08,0.285574183212116,11,0
159,0.0003370407819346,3.6717013799939465e-06,0.2951597949799882,11,0
160,0.0003851894650681,8.016431715245889e-07,0.2973779770017438,7,1
161,0.0003851894650681,5.768073971514417e-07,0.297069222613035,11,0
162,0.000288892098801,9.350744962666192e-07,0.2937611543466917,23,0
163,0.0001444460494005,6.550986470672529e-08,0.2880287855302625,8,0
164,0.0003370407819346,7.666078780639095e-07,0.2949023813793555,9,0
165,0.0005296355144686,9.489633175469604e-07,0.2974968996511086,8,0
166,0.0002407434156675,2.1751866540032766e-07,0.2935756697977751,23,0
167,9.62973662670326e-05,2.454455007856186e-08,0.2727382120793233,23,0
168,0.0003851894650681,6.198702463265934e-07,0.2976635512434227,3,0
169,0.000288892098801,3.461913552445049e-07,0.2959818362646463,8,0
170,0.0004333381482016,9.810697206752357e-07,0.2976397324428111,3,0
171,0.0003370407819346,1.2318233264986853e-06,0.2959111962082586,26,0
172,0.0005777841976021,2.3431301574489792e-06,0.2979974151848911,3,0
173,0.0006259328807357,2.498318569522991e-06,0.2980212912697549,3,1
174,0.0004333381482016,7.082694503577547e-07,0.2973304345593773,1,0
175,0.0004814868313351,1.2108305499331454e-06,0.2970454988290856,9,0
176,0.0003370407819346,4.485642516089389e-07,0.2968795383779879,11,0
177,9.62973662670326e-05,2.178618940012553e-08,0.2660660755606446,23,0
179,0.000288892098801,3.565174671384374e-07,0.2964063858743972,5,0
180,0.0004333381482016,1.1714264745084868e-06,0.2975444953473971,11,0
181,0.0004333381482016,6.986385396111907e-07,0.2966664329508542,7,0
182,0.0005296355144686,4.396214366236932e-06,0.2961232176051119,5,0
183,0.000192594732534,1.066254266177839e-07,0.2871172316740881,7,0
184,0.0003851894650681,9.738868478591836e-07,0.2969032356591484,3,0
185,0.000288892098801,5.657013633069425e-07,0.2941560882829427,1,0
186,0.000288892098801,2.735484405750887e-07,0.2918251793768877,23,0
187,0.0005296355144686,1.7165421556421578e-06,0.2979735429254034,23,0
188,0.0003370407819346,4.366492739848797e-07,0.296548173191247,26,0
189,0.000192594732534,1.3692507887217784e-07,0.2915964045420046,1,0
190,0.0004814868313351,8.110757580847113e-07,0.2972116449331051,1,0
191,0.0004333381482016,1.1710720008903618e-06,0.2975444953473971,11,0
192,0.0005777841976021,2.3870909687044085e-06,0.2974255346503927,3,0
193,0.000192594732534,1.381615987652354e-07,0.2925826898716125,26,0
194,0.0005296355144686,1.8102100824819327e-06,0.2980212912697549,3,0
195,0.0002407434156675,2.5378650226091057e-07,0.2917565092429062,23,0
196,0.0004333381482016,7.206245467357837e-07,0.2974731075126208,26,0
197,0.0005777841976021,1.1874275236347134e-06,0.2979735429254034,8,0
198,0.0003370407819346,3.9638353280673457e-07,0.2951597949799882,5,0
199,0.0004333381482016,1.224117874032107e-06,0.2969743502066116,8,0
200,0.0002407434156675,1.8308903074069213e-07,0.2902086085931037,26,0
201,9.62973662670326e-05,2.023914642974283e-08,0.2650611940666864,11,0
202,0.0003851894650681,5.096974114350912e-07,0.2959582858320982,3,0
203,0.0004814868313351,1.8686248098135447e-06,0.2977350305241183,3,0
204,0.0004814868313351,1.5022751540885135e-06,0.2966664329508542,11,0
205,0.0005296355144686,2.070151744920491e-06,0.2977588645803563,1,0
206,0.0003851894650681,5.194864286085303e-07,0.2960053904454728,8,0
207,0.0004333381482016,7.551949449113073e-07,0.2976159174538175,3,0
208,0.000288892098801,3.8511726044798965e-07,0.2949023813793555,8,0
209,0.0004333381482016,7.259569881579797e-07,0.2975444953473971,9,1
210,0.0005296355144686,2.093714091627618e-06,0.2976397324428111,5,0
211,0.0002407434156675,3.289988825212084e-07,0.2881849954550097,26,0
212,0.000288892098801,4.385543014074175e-07,0.2949023813793555,3,0
213,0.0003370407819346,4.492596587944293e-07,0.2966900962222071,5,0
214,0.0005777841976021,1.232497369555872e-06,0.2979974151848911,3,0
215,0.0005296355144686,1.0644458178130798e-06,0.2979496744903725,23,0
216,0.0002407434156675,2.3441348698356837e-07,0.2950661380563074,23,0
217,0.0005296355144686,2.014106658196969e-06,0.2973542038802311,1,0
218,0.0003370407819346,4.840329467874085e-07,0.2971641556553336,3,0
220,0.000192594732534,1.42564487032337e-07,0.2928360680473792,23,0
221,0.0006259328807357,2.0848017203691723e-06,0.2977827024527908,3,1
222,0.0004814868313351,9.26097325752256e-07,0.2979258098788795,3,0
223,0.0004333381482016,1.717619127927478e-06,0.297401753924827,1,0
224,0.0004333381482016,7.41099803922052e-07,0.2976873738565674,5,0
225,0.0004814868313351,8.377649930976213e-07,0.2977112002831608,1,0
226,0.0003370407819346,6.679459088805421e-07,0.2953003918972539,7,0
227,0.000288892098801,3.645131923352042e-07,0.2966427734538489,23,0
228,0.0003370407819346,4.840329467874085e-07,0.2971641556553336,8,0
229,0.0003370407819346,4.43631480533094e-07,0.296548173191247,1,0
230,0.0004814868313351,1.5804549022885378e-06,0.2977827024527908,8,0
231,0.000288892098801,3.257984185584911e-07,0.2958405898622294,11,1
232,0.0003851894650681,1.783247797350803e-06,0.2956054785295884,3,0
233,0.0003851894650681,5.819360653104493e-07,0.2969743502066116,8,0
234,0.0004814868313351,9.208434685104956e-07,0.2979258098788795,26,0
235,0.0004814868313351,7.494295890158218e-07,0.2966427734538489,23,1
236,0.0003370407819346,1.2389263958017923e-06,0.2965008956825676,1,0
237,0.000192594732534,1.3692507887217784e-07,0.2915964045420046,5,0
238,0.0005777841976021,1.8041805102245531e-06,0.2972116449331051,3,0
239,0.0003851894650681,6.005752291931059e-07,0.2974493191793531,7,0
240,0.0003370407819346,4.051825719696082e-07,0.2950661380563074,9,0
241,0.0006259328807357,2.349908831325451e-06,0.2979974151848911,26,0
242,0.0003851894650681,5.669395658147286e-07,0.2968084692258068,8,1
243,0.0003370407819346,4.836130253604438e-07,0.2969743502066116,26,0
244,0.0003851894650681,6.298848650540561e-07,0.296359153560498,1,0
245,0.0005296355144686,9.586909585494915e-07,0.2971404167069668,1,0
246,0.000288892098801,3.313434016504688e-07,0.295770017202434,9,0
247,0.0005777841976021,1.1772074629788098e-06,0.2979735429254034,8,0
248,0.0004814868313351,1.2226979581569986e-06,0.2973542038802311,11,0
249,0.0003851894650681,1.1218157597235198e-06,0.2971404167069668,23,0
250,0.0003370407819346,4.499575191679301e-07,0.2965718175998892,23,0
251,0.000288892098801,3.338648572984525e-07,0.294109570359596,3,0
252,0.0004814868313351,1.4425180551482154e-06,0.2974493191793531,3,0
253,9.62973662670326e-05,2.1155227464548172e-08,0.277955741767883,26,0
254,0.0004814868313351,1.1648370234083158e-06,0.2973542038802311,9,0
255,0.0005296355144686,1.551139383733659e-06,0.2979496744903725,3,0
256,0.0005296355144686,1.8880417185697797e-06,0.2974731075126208,3,0
257,0.000288892098801,3.482337770653284e-07,0.2961232176051119,1,0
258,0.0004333381482016,6.894786645763543e-07,0.2972116449331051,11,0
259,0.0004814868313351,1.035007916346901e-06,0.2979496744903725,3,0
260,0.0003370407819346,4.541095460842885e-07,0.2967611086913843,9,0
261,0.0002407434156675,2.0303871245157866e-07,0.2921460678870414,23,0
262,0.000288892098801,3.6467142246888273e-07,0.2965008956825676,1,0
263,0.0001444460494005,6.260750225703259e-08,0.2665045307972924,9,0
264,0.0003370407819346,4.663190500876742e-07,0.2969506415725539,1,0
265,0.0002407434156675,2.396289774935721e-07,0.2950427331115896,8,0
266,0.0004333381482016,9.33003796252207e-07,0.2966900962222071,7,0
267,0.0002407434156675,2.173806637385371e-07,0.2941793527631929,23,0
268,0.000288892098801,4.462950786705366e-07,0.289914554663898,7,0
269,0.000192594732534,1.4075201048232684e-07,0.2915049950108002,8,0
270,0.0004333381482016,9.350122218668072e-07,0.297401753924827,8,0
271,0.0004333381482016,7.107790306922476e-07,0.2973304345593773,7,0
272,0.0004333381482016,1.861983656660084e-06,0.2977112002831608,3,0
273,0.0003370407819346,8.807355923967746e-07,0.2960760754865725,23,0
274,0.000288892098801,3.415887113979137e-07,0.2962175468931919,3,0
275,0.000288892098801,3.46122116973456e-07,0.2959818362646463,7,0
276,0.0004333381482016,7.439343154063027e-07,0.2975921062755269,1,0
277,0.0004333381482016,1.0193817275615757e-06,0.2973542038802311,23,0
278,0.000192594732534,1.1604244417157929e-07,0.2895760012719199,11,0
279,0.0003370407819346,6.027076879192726e-07,0.2952769497767572,7,0
280,0.0003370407819346,4.315089114368555e-07,0.2960525100555405,5,0
281,0.0002407434156675,2.3958105169807334e-07,0.2950427331115896,7,0
282,0.000288892098801,3.39422792545502e-07,0.2959111962082586,1,0
283,0.0003370407819346,6.044380910545877e-07,0.2962411386060697,3,0
284,0.0004333381482016,3.1290069317658985e-06,0.2971404167069668,7,0
285,0.0004333381482016,7.840198266224691e-07,0.2979019490900056,9,1
286,0.0004333381482016,7.840198266224691e-07,0.2979019490900056,7,0
287,0.0003370407819346,4.721805746657409e-07,0.2969032356591484,26,0
288,0.0004814868313351,9.10938632908298e-07,0.2979258098788795,11,0
289,0.0005296355144686,1.0646386287464343e-06,0.2979496744903725,9,0
290,0.0004333381482016,1.0570879104121148e-06,0.2973542038802311,7,0
291,0.0004333381482016,1.207904703130541e-06,0.2973304345593773,8,0
292,0.0002407434156675,2.0164720761098386e-07,0.2926747766415777,7,1
293,0.000288892098801,3.057507918921049e-07,0.295089546714622,11,0
294,0.0003370407819346,4.63871516067744e-07,0.2969032356591484,7,0
295,0.000192594732534,1.525289012476155e-07,0.292789966651276,9,0
296,0.0005296355144686,2.4722304263661383e-06,0.2980212912697549,7,0
297,0.0003370407819346,4.735818077197256e-07,0.2970217788339703,26,0
298,0.0002407434156675,3.122990045109509e-07,0.2929975373247586,8,0
299,0.000192594732534,1.1686573092224583e-07,0.2882519944465135,11,0
300,0.0004814868313351,8.696806426874178e-07,0.2976397324428111,7,0
301,0.0001444460494005,7.460618717540679e-08,0.2889012610747814,3,0
302,4.81486831335163e-05,0.0,0.2372801566941701,26,0
303,0.0002407434156675,2.1461006284493186e-07,0.2943190169597888,26,0
304,0.0003370407819346,4.453713615422306e-07,0.296548173191247,7,0
305,0.0003851894650681,6.303590065037915e-07,0.2975682989070248,8,0
306,0.0003370407819346,4.137811217403645e-07,0.2957229874652418,9,0
307,0.000288892098801,3.921913462894861e-07,0.2573407870719393,9,0
308,0.0004814868313351,9.03314943447742e-07,0.2979258098788795,23,0
309,0.0002407434156675,2.264831692847877e-07,0.29441220012172,1,0
310,0.000288892098801,3.0775690503871745e-07,0.2955819879480142,7,0
311,0.0004814868313351,1.11072501532368e-06,0.2972353952643288,8,0
312,0.0004814868313351,2.123737380884047e-06,0.2970454988290856,3,0
313,0.0003851894650681,5.137320908479929e-07,0.2958876570151786,9,0
314,0.0004333381482016,1.5989816633817573e-06,0.2971641556553336,7,0
315,0.0003851894650681,5.743578927789257e-07,0.2969506415725539,26,0
316,0.0004814868313351,2.316447370756836e-06,0.2973066690382712,7,0
317,0.0003851894650681,8.873203672980517e-07,0.2966427734538489,8,0
318,0.0003851894650681,6.876707690235928e-07,0.2970217788339703,9,0
319,0.0003851894650681,9.837128871573413e-07,0.2971166815510672,7,0
320,0.0004814868313351,6.781627031753422e-07,0.2960525100555405,1,0
321,0.0004333381482016,1.3390578959776578e-06,0.2969980626267814,9,0
322,0.0001444460494005,7.862829652533539e-08,0.2882519944465135,1,0
323,0.0003370407819346,1.11688665566139e-06,0.2953707405969833,11,0
324,0.0003370407819346,4.434726734291133e-07,0.2965008956825676,7,0
325,0.0003370407819346,4.721805746657409e-07,0.2969032356591484,23,0
326,0.0004333381482016,3.485006621291577e-06,0.2976873738565674,9,0
327,0.0004814868313351,1.3514098120072825e-06,0.2976397324428111,11,0
328,0.0004814868313351,9.383156394554486e-07,0.2979258098788795,9,0
329,0.0007222302470027,5.300573030115653e-06,0.2980451711809143,11,0
330,0.0003851894650681,5.573410993590153e-07,0.297069222613035,23,0
331,0.0004333381482016,7.840198266224691e-07,0.2979019490900056,23,0
332,0.000288892098801,4.736340200299911e-07,0.2923067769224213,26,0
333,0.000288892098801,3.900142570103426e-07,0.2874722726901469,8,0
334,0.0004333381482016,1.4377168910185005e-06,0.2959347391469338,3,1
335,0.0005296355144686,1.069455294263397e-06,0.2979496744903725,26,1
336,0.0004814868313351,8.102783778409649e-07,0.2974731075126208,7,0
337,0.0003370407819346,7.25460404734666e-07,0.2957465004641656,1,0
338,0.000288892098801,3.304659205305992e-07,0.2955819879480142,3,0
340,0.0001444460494005,5.969473181179493e-08,0.2843733743377531,7,0
341,0.0005777841976021,1.769997903467807e-06,0.2979974151848911,3,0
342,0.0003851894650681,6.115070568243366e-07,0.2973304345593773,9,0
343,0.0004333381482016,7.289330283302367e-07,0.2975444953473971,3,0
344,0.0003851894650681,6.417612749565213e-07,0.2976635512434227,26,0
345,0.0003851894650681,6.095944141524293e-07,0.2973304345593773,1,1
346,0.0002407434156675,2.1465299344362057e-07,0.2943190169597888,3,1
347,0.0002407434156675,1.832386976388931e-07,0.290684880926681,1,0
348,0.0003370407819346,4.3069079647041963e-07,0.2963827678356821,26,0
349,0.0004333381482016,7.669869142930978e-07,0.2976159174538175,23,0
350,0.000288892098801,2.918883033383796e-07,0.2943656011663351,26,0
351,0.0004814868313351,1.3600949439044864e-06,0.2974968996511086,8,0
352,0.0004814868313351,1.917190204854995e-06,0.2973066690382712,3,1
353,0.0003370407819346,4.734770194950916e-07,0.2969269367237017,7,0
354,0.0006259328807357,5.411907412357652e-06,0.2978303896499168,1,0
355,0.000288892098801,3.261194055485005e-07,0.2960525100555405,3,0
356,0.0003851894650681,5.787513515594643e-07,0.2971166815510672,1,0
357,0.0004333381482016,6.31116940794012e-07,0.296359153560498,7,0
358,0.0003851894650681,6.304851035244962e-07,0.2975682989070248,7,0
359,0.0004333381482016,1.1118681643349154e-06,0.2973304345593773,1,0
361,0.0003851894650681,6.417612749565213e-07,0.2976635512434227,3,0
362,0.0002407434156675,2.3199645025176763e-07,0.2942724474950799,9,0
363,0.0004814868313351,1.8150829626639855e-06,0.2969980626267814,11,0
364,0.0004814868313351,8.481745006998833e-07,0.297401753924827,1,0
365,0.000288892098801,2.9010587601247226e-07,0.2948556271373611,7,0
366,0.0004333381482016,7.103723706562059e-07,0.2974731075126208,8,1
367,0.000192594732534,1.4294388193286926e-07,0.2933441432443068,26,0
368,0.0004814868313351,9.884519390105678e-07,0.2976397324428111,7,0
369,0.0004333381482016,1.096211133818532e-06,0.2972116449331051,7,0
370,0.0003851894650681,5.972275754762071e-07,0.2974255346503927,26,0
371,0.0004814868313351,2.0565583264134155e-05,0.2973779770017438,3,0
372,0.0003370407819346,7.045648715315069e-07,0.2962411386060697,5,0
373,0.0004814868313351,9.26816692704749e-07,0.2979258098788795,5,0
374,0.0004333381482016,8.595120945791965e-07,0.297069222613035,1,0
375,0.0004814868313351,7.934591587135674e-07,0.2969980626267814,3,0
376,0.0005296355144686,1.948685632616804e-06,0.2977588645803563,23,1
377,0.0004814868313351,1.367596464862412e-06,0.2977112002831608,7,0
378,0.000288892098801,3.182117898123744e-07,0.2954880629438998,1,0
379,0.0003851894650681,6.078740170329599e-07,0.2975206955957296,5,0
380,0.0003370407819346,3.7067432181377253e-07,0.294249168288728,7,0
381,0.000288892098801,3.482337770653284e-07,0.2961232176051119,8,1
382,0.0002407434156675,1.2429857105228174e-06,0.2922378799762579,1,0
383,0.0003851894650681,6.005752291931059e-07,0.2974493191793531,7,1
384,0.0004333381482016,3.07145989702489e-06,0.2975921062755269,3,0
385,0.000192594732534,1.457306198587534e-07,0.2926747766415777,9,0
386,0.0003851894650681,5.414037333087923e-07,0.2966900962222071,9,0
387,0.0003851894650681,5.687996667190688e-07,0.297069222613035,26,0
388,0.0004333381482016,7.657076670679053e-07,0.2973779770017438,8,0
389,0.000192594732534,1.1253203557670146e-07,0.2861894080432262,26,0
390,0.0005296355144686,2.045287076532382e-06,0.2977827024527908,7,0
391,0.0004333381482016,9.312316624063892e-07,0.2956054785295884,3,0
392,0.0003851894650681,6.020869481688823e-07,0.2973542038802311,9,0
393,0.0004333381482016,1.6699936677071896e-06,0.2971641556553336,11,0
394,0.0005296355144686,1.3079310320280888e-06,0.2973779770017438,7,0
395,0.0001444460494005,5.690322017102587e-08,0.279354392515044,11,0
396,0.0004333381482016,1.3172204088179515e-06,0.2973542038802311,26,0
397,0.0004333381482016,6.373770416678802e-07,0.2966191177302879,7,0
398,0.0002407434156675,2.348870185640126e-07,0.2951597949799882,3,1
399,0.000192594732534,1.4363257192801605e-07,0.2930206189016709,8,0
400,0.0004814868313351,8.203879295400236e-07,0.2973779770017438,9,0
401,0.0001444460494005,7.598294303099094e-08,0.2886994517492868,7,0
